,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id,count,decklists
176,06109,3,nbn,2,"Virgo promised love, but offered only jealousy.",Madeline Boni,,Sentry - Tracer,,ts,109,3,corp,"Subroutine Trace[2]. If successful, give the Runner 1 tag. If your trace strength is 5 or greater, give the Runner 1 tag.",Virgo,"[subroutine] Trace[2]. If successful, give the Runner 1 tag. If your trace strength is 5 or greater, give the Runner 1 tag.",Virgo,ice,False,,4.0,,5.0,,,,nbn,Virgo,06109,110,829,1262.0,corp,572,11,7
177,06110,1,neutral-corp,0,,Seage,,Source,,ts,110,3,corp,"As an additional cost to steal an agenda, the Runner must pay 2 credits for each advancement token on that agenda. Limit 1 per deck.",Utopia Fragment,"As an additional cost to steal an agenda, the Runner must pay 2[credit] for each advancement token on that agenda.
Limit 1 per deck.",Utopia Fragment,agenda,True,,,,,5.0,3.0,,neutral-corp,Utopia Fragment,06110,136,422,1518.0,corp,573,132,126
178,06112,3,neutral-corp,0,,Alexandr Elichev,,,,ts,112,3,corp,"Remote server only. trash: Trash all cards installed in the root of or protecting this server. Trace[X], where X is equal to the number of cards trashed. If successful, do 3 net damage. Use this ability only during a run on this server.",Self-destruct,"Remote server only.
<strong>[trash]:</strong> Trash all cards installed in the root of or protecting this server. Trace[X], where X is equal to the number of cards trashed. If successful, do 3 net damage. Use this ability only during a run on this server.",Self-destruct,upgrade,False,,2.0,,,,,0.0,neutral-corp,Self-destruct,06112,83,687,1348.0,corp,575,40,23
179,07001,1,weyland-consortium,0,We Never Sleep.,Emilio Rodriguez,15.0,Corp,45.0,oac,1,3,corp,"Whenever the Runner steals an agenda, they must take 1 tag or suffer 2 meat damage.",Argus Security: Protection Guaranteed,"Whenever the Runner steals an agenda, they must take 1 tag or suffer 2 meat damage.",Argus Security: Protection Guaranteed,identity,False,,,,,,,,weyland-consortium,Argus Security: Protection Guaranteed,07001,94,148,1742.0,corp,584,130,130
180,07002,1,weyland-consortium,0,Sic Itur Ad Astra.,Emilio Rodriguez,15.0,Corp,45.0,oac,2,3,corp,"As an additional cost to access a card in the root of a remote server, the Runner must pay 1 credit.",Gagarin Deep Space: Expanding the Horizon,"As an additional cost to access a card in the root of a remote server, the Runner must pay 1[credit].",Gagarin Deep Space: Expanding the Horizon,identity,False,,,,,,,,weyland-consortium,Gagarin Deep Space: Expanding the Horizon,07002,86,81,1828.0,corp,585,72,72
181,07003,1,weyland-consortium,0,The Way Forward.,Emilio Rodriguez,17.0,Corp,45.0,oac,3,3,corp,"Whenever you score an agenda, you may place 1 agenda counter on it.",Titan Transnational: Investing In Your Future,"Whenever you score an agenda, you may place 1 agenda counter on it.",Titan Transnational: Investing In Your Future,identity,False,,,,,,,,weyland-consortium,Titan Transnational: Investing In Your Future,07003,119,60,1878.0,corp,586,83,83
182,07004,3,weyland-consortium,0,,Ed Mattinian,,Security,,oac,4,3,corp,Place 3 agenda counters on Firmware Updates when you score it. Hosted agenda counter: Place 1 advancement token on a piece of ice that can be advanced. Use this ability only once per turn.,Firmware Updates,"Place 3 agenda counters on Firmware Updates when you score it.
<strong>Hosted agenda counter:</strong> Place 1 advancement token on a piece of ice that can be advanced. Use this ability only once per turn.",Firmware Updates,agenda,False,,,,,3.0,1.0,,weyland-consortium,Firmware Updates,07004,106,826,1264.0,corp,587,115,45
183,07005,3,weyland-consortium,0,,Dawn Carlos,,Expansion,,oac,5,3,corp,Glenn Station can host a single card. click: Host a card from HQ facedown on Glenn Station. click: Add a card on Glenn Station to HQ.,Glenn Station,"Glenn Station can host a single card.
[click]: Host a card from HQ facedown on Glenn Station.
[click]: Add a card on Glenn Station to HQ.",Glenn Station,agenda,False,,,,,4.0,2.0,,weyland-consortium,Glenn Station,07005,120,793,1284.0,corp,588,46,33
184,07006,1,weyland-consortium,0,It is essential to liberate a populace from tyranny before that tyranny takes root.,Matt Zeilinger,,Expansion,,oac,6,3,corp,click: Gain 3 credits. Limit 1 Government Takeover per deck.,Government Takeover,"[click]: Gain 3[credit].
Limit 1 Government Takeover per deck.",Government Takeover,agenda,True,,,,,9.0,6.0,,weyland-consortium,Government Takeover,07006,108,294,1614.0,corp,589,112,112
185,07007,3,weyland-consortium,0,"""Trust me. I know what I'm doing.""",Kate Laird,,Expansion,,oac,7,3,corp,"Place 1 agenda counter on High-Risk Investment when you score it. click, hosted agenda counter: Gain 1 credit for each credit in the Runner's credit pool.",High-Risk Investment,"Place 1 agenda counter on High-Risk Investment when you score it.
[click], <strong>hosted agenda counter:</strong> Gain 1[credit] for each credit in the Runner's credit pool.",High-Risk Investment,agenda,False,,,,,5.0,3.0,,weyland-consortium,High-Risk Investment,07007,133,592,1413.0,corp,590,225,113
186,07009,3,weyland-consortium,1,"""This is a one-of-a-kind opportunity…""",Ralph Beisner,,Executive,,oac,9,3,corp,"Whenever you spend an agenda counter, gain 1 credit. trash or any agenda counter: Gain 2 credits.",Mark Yale,"Whenever you spend an agenda counter, gain 1[credit].
[trash] or <strong>any agenda counter:</strong> Gain 2[credit].",Mark Yale,asset,True,,1.0,,,,,3.0,weyland-consortium,Mark Yale,07009,94,541,1443.0,corp,592,55,31
187,07010,3,weyland-consortium,1,Future leaders start here.,Matt Zeilinger,,Ambush,,oac,10,3,corp,"While the Runner is accessing this asset in R&D, they must reveal it. When the Runner accesses this asset, you may place 1 advancement counter on an installed card you can advance.",Space Camp,"While the Runner is accessing this asset in R&D, they must reveal it.
When the Runner accesses this asset, you may place 1 advancement counter on an installed card you can advance.",Space Camp,asset,False,,0.0,,,,,3.0,weyland-consortium,Space Camp,07010,113,580,1420.0,corp,593,139,60
188,07011,3,weyland-consortium,5,No one on the board knows everyone on it.,Maciej Rebisz,,Executive,,oac,11,3,corp,"Each agenda in the Runner's score area is worth 1 less agenda point. When this asset is trashed from anywhere while being accessed, add it to the Runner's score area as an agenda worth 2 agenda points.",The Board,"Each agenda in the Runner's score area is worth 1 less agenda point.
When this asset is trashed from anywhere while being accessed, add it to the Runner's score area as an agenda worth 2 agenda points.",The Board,asset,True,,3.0,,,,,7.0,weyland-consortium,The Board,07011,107,858,1234.0,corp,594,17,15
189,07012,3,weyland-consortium,2,His belt of stone did shake and shatter.,Seage,,Barrier,,oac,12,3,corp,Asteroid Belt can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine End the run.,Asteroid Belt,"Asteroid Belt can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] End the run.",Asteroid Belt,ice,False,,9.0,,6.0,,,,weyland-consortium,Asteroid Belt,07012,113,614,1398.0,corp,595,201,92
190,07013,3,weyland-consortium,2,As through the door of light he came.,Seage,,Code Gate,,oac,13,3,corp,Wormhole can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine Resolve a subroutine on another piece of rezzed ice.,Wormhole,"Wormhole can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] Resolve a subroutine on another piece of rezzed ice.",Wormhole,ice,False,,9.0,,7.0,,,,weyland-consortium,Wormhole,07013,119,576,1422.0,corp,596,255,151
191,07014,3,weyland-consortium,2,He bent his bow of stellar matter.,Seage,,Sentry - Destroyer,,oac,14,3,corp,Nebula can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine Trash 1 program.,Nebula,"Nebula can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] Trash 1 program.",Nebula,ice,False,,9.0,,5.0,,,,weyland-consortium,Nebula,07014,105,626,1390.0,corp,597,99,60
192,07015,3,weyland-consortium,3,And seeking prey he then took aim.,Seage,,Sentry - Code Gate - Barrier,,oac,15,3,corp,Orion can be advanced and its rez cost is lowered by 3 for each advancement token on it. Subroutine Trash 1 program. Subroutine Resolve a subroutine on another piece of rezzed ice. Subroutine End the run.,Orion,"Orion can be advanced and its rez cost is lowered by 3 for each advancement token on it.
[subroutine] Trash 1 program.
[subroutine] Resolve a subroutine on another piece of rezzed ice.
[subroutine] End the run.",Orion,ice,True,,15.0,,8.0,,,,weyland-consortium,Orion,07015,125,466,1487.0,corp,598,168,117
193,07017,3,weyland-consortium,2,"""I passed right through one once. It didn't seem to do anything at first. It wasn't until I jacked out that I realized they were busting down the door of my apartment."" -Valencia Estevez",Lili Ibrahim,,Code Gate - Tracer - Illicit,,oac,17,3,corp,"When you rez Checkpoint, take 1 bad publicity. Subroutine Trace[5]. If successful, do 3 meat damage when this run is successful.",Checkpoint,"When you rez Checkpoint, take 1 bad publicity.
[subroutine] Trace[5]. If successful, do 3 meat damage when this run is successful.",Checkpoint,ice,False,,4.0,,7.0,,,,weyland-consortium,Checkpoint,07017,117,691,1345.0,corp,600,107,53
194,07018,3,weyland-consortium,2,"""Definitely a literalist."" -Liz Campbell, VP Project Security",Ed Mattinian,,Barrier,,oac,18,3,corp,Fire Wall can be advanced and gains +1 strength for each advancement token on it. Subroutine End the run.,Fire Wall,"Fire Wall can be advanced and gains +1 strength for each advancement token on it.
[subroutine] End the run.",Fire Wall,ice,False,,5.0,,5.0,,,,weyland-consortium,Fire Wall,07018,112,497,1469.0,corp,601,235,115
195,07020,3,weyland-consortium,3,,Tey Bartolome,,Current - Gray Ops,,oac,20,3,corp,"This operation is not trashed until another current is played or an agenda is stolen. The first time each turn the Runner installs a card, they trash 1 card from the grip.",Housekeeping,"This operation is not trashed until another <strong>current</strong> is played or an agenda is stolen.
The first time each turn the Runner installs a card, they trash 1 card from the grip.",Housekeeping,operation,False,,2.0,,,,,,weyland-consortium,Housekeeping,07020,126,316,1597.0,corp,603,102,49
196,07021,3,weyland-consortium,2,"Update 1.1:
-Fixes some stability issues. //maybe",Andreas Zafiratos,,Condition,,oac,21,3,corp,"Install Patch on a rezzed piece of ice as a hosted condition counter with the text ""Host ice has +2 strength.""",Patch,"Install Patch on a rezzed piece of ice as a hosted condition counter with the text ""Host ice has +2 strength.""",Patch,operation,False,,0.0,,,,,,weyland-consortium,Patch,07021,115,831,1261.0,corp,604,37,20
197,07022,3,weyland-consortium,1,"""Traffic was murder.""",Alex Kim,,Black Ops,,oac,22,3,corp,Play only if the Runner has at least 2 tags. Do 2 meat damage.,Traffic Accident,"Play only if the Runner has at least 2 tags.
Do 2 meat damage.",Traffic Accident,operation,False,,0.0,,,,,,weyland-consortium,Traffic Accident,07022,120,483,1475.0,corp,605,207,84
198,07023,3,weyland-consortium,3,,Maciej Rebisz,,Region,,oac,23,3,corp,Each piece of ice protecting this server is considered to have 1 additional advancement token on it. Limit 1 region per server.,Satellite Grid,"Each piece of ice protecting this server is considered to have 1 additional advancement token on it.
Limit 1 <strong>region</strong> per server.",Satellite Grid,upgrade,False,,1.0,,,,,3.0,weyland-consortium,Satellite Grid,07023,114,877,1217.0,corp,606,66,29
199,07024,3,weyland-consortium,1,Anything worth doing is worth doing twice.,Antonio De Luca,,Sysop,,oac,24,3,corp,"Whenever the Runner passes a rezzed piece of ice protecting this server, you may reveal and trash another copy of that ice from HQ to force the Runner to encounter the piece of ice just passed again.",The Twins,"Whenever the Runner passes a rezzed piece of ice protecting this server, you may reveal and trash another copy of that ice from HQ to force the Runner to encounter the piece of ice just passed again.",The Twins,upgrade,True,,2.0,,,,,2.0,weyland-consortium,The Twins,07024,119,640,1378.0,corp,607,39,18
200,07025,3,neutral-corp,0,"""It's fun watching them derez after hitting Enigma."" -Grace Lamarr, Freelance Security Expert",Smirtouille,,Condition,,oac,25,3,corp,"Install Sub Boost on a rezzed piece of ice as a hosted condition counter with the text ""Host ice gains barrier and 'Subroutine End the run.' after all its other subroutines.""",Sub Boost,"Install Sub Boost on a rezzed piece of ice as a hosted condition counter with the text ""Host ice gains <strong>barrier</strong> and '[subroutine] End the run.' after all its other subroutines.""",Sub Boost,operation,False,,0.0,,,,,,neutral-corp,Sub Boost,07025,90,871,1226.0,corp,608,20,13
201,07027,3,neutral-corp,0,,Ed Mattinian,,Ambush,,oac,27,3,corp,"While the Runner is accessing this upgrade in R&D, they must reveal it. When the Runner accesses this upgrade, you may purge virus counters. trash: Purge virus counters.",Cyberdex Virus Suite,"While the Runner is accessing this upgrade in R&D, they must reveal it.
When the Runner accesses this upgrade, you may purge virus counters.
<strong>[trash]:</strong> Purge virus counters.",Cyberdex Virus Suite,upgrade,False,,3.0,,,,,1.0,neutral-corp,Cyberdex Virus Suite,07027,89,165,1717.0,corp,610,651,504
202,08010,3,haas-bioroid,1,"In the vast universe of memories, consciousness slumbers...",Maciej Rebisz,,Facility,,val,10,3,corp,The rez cost of bioroid ice is lowered by 1 for each unspent click the Runner has.,Brain-Taping Warehouse,The rez cost of <strong>bioroid</strong> ice is lowered by 1 for each unspent click the Runner has.,Brain-Taping Warehouse,asset,False,,1.0,,,,,4.0,haas-bioroid,Brain-Taping Warehouse,08010,110,593,1412.0,corp,648,55,25
203,08011,3,haas-bioroid,3,"""God in Heinlein. What's next, NEXT Platinum?"" -John Masanori",Ed Mattinian,,Sentry - NEXT - AP - Destroyer,,val,11,3,corp,X is the number of rezzed NEXT ice. Subroutine Do X net damage. Subroutine Trash X programs.,NEXT Gold,"X is the number of rezzed <strong>NEXT</strong> ice.
[subroutine] Do X net damage.
[subroutine] Trash X programs.",NEXT Gold,ice,False,,8.0,,4.0,,,,haas-bioroid,NEXT Gold,08011,117,529,1451.0,corp,649,134,63
204,08012,1,jinteki,0,,Emilio Rodriguez,15.0,Division,45.0,val,12,3,corp,"Before taking your first turn, you may switch this identity with any copy of Jinteki Biotech. click click click: Flip this identity. The Brewery: When you flip this identity, do 2 net damage. The Tank: When you flip this identity, shuffle all cards in Archives into R&D. The Greenhouse: When you flip this identity, place 4 advancement counters on 1 installed card that you can advance.",Jinteki Biotech: Life Imagined,"Before taking your first turn, you may switch this identity with any copy of Jinteki Biotech.
<strong>[click][click][click]:</strong> Flip this identity.
The Brewery: When you flip this identity, do 2 net damage.
The Tank: When you flip this identity, shuffle all cards in Archives into R&D.
The Greenhouse: When you flip this identity, place 4 advancement counters on 1 installed card that you can advance.",Jinteki Biotech: Life Imagined,identity,False,,,,,,,,jinteki,Jinteki Biotech: Life Imagined,08012,105,320,1592.0,corp,650,34,34
205,08013,3,jinteki,0,"""The best part of our work is that nothing is ever wasted. A gene that is useful once will surely be useful again."" -Wong Ya Ching",Rovina Cai,,Research,,val,13,3,corp,"When you score Genetic Resequencing, you may place 1 agenda counter on an agenda in your score area.",Genetic Resequencing,"When you score Genetic Resequencing, you may place 1 agenda counter on an agenda in your score area.",Genetic Resequencing,agenda,False,,,,,3.0,1.0,,jinteki,Genetic Resequencing,08013,109,742,1315.0,corp,651,23,16
206,08014,3,jinteki,2,"The more power a spike process can use, the harder it can hit. The really clever ones borrow the runner's own memory to iterate locally.",Tadas Sidlauskas,,Sentry - AP,,val,14,3,corp,Subroutine Do 1 net damage for each unused MU the Runner has.,Cortex Lock,[subroutine] Do 1 net damage for each unused MU the Runner has.,Cortex Lock,ice,False,,2.0,,4.0,,,,jinteki,Cortex Lock,08014,112,195,1687.0,corp,652,372,208
207,08015,3,jinteki,2,,Simon Weaner,,Region,,val,15,3,corp,"Whenever the Runner fully breaks a piece of ice protecting this server, they get -1 maximum hand size until the beginning of your next turn. Limit 1 region per server.",Valley Grid,"Whenever the Runner fully breaks a piece of ice protecting this server, they get -1 maximum hand size until the beginning of your next turn.
Limit 1 <strong>region</strong> per server.",Valley Grid,upgrade,False,,3.0,,,,,3.0,jinteki,Valley Grid,08015,102,703,1339.0,corp,653,42,18
208,08016,3,nbn,1,"""It tracks you and logs you. If you get in you can just delete the log. But first you have to get in."" -Gabriel Santiago",Seage,,Code Gate,,val,16,3,corp,"Subroutine Give the Runner 1 tag. If this run is successful, the Runner removes 1 tag.",Bandwidth,"[subroutine] Give the Runner 1 tag. If this run is successful, the Runner removes 1 tag.",Bandwidth,ice,False,,0.0,,5.0,,,,nbn,Bandwidth,08016,101,873,1225.0,corp,654,65,32
209,08017,3,nbn,1,,Ethan Patrick Harris,,Current,,val,17,3,corp,"This card is not trashed until another current is played or an agenda is stolen. As an additional cost to steal an agenda, the Runner must pay 2 credits.",Predictive Algorithm,"This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
As an additional cost to steal an agenda, the Runner must pay 2[credit].",Predictive Algorithm,operation,False,,0.0,,,,,,nbn,Predictive Algorithm,08017,105,658,1368.0,corp,655,65,33
210,08018,3,weyland-consortium,2,"Give a man money, and he is rich for a day. Teach a man how to invest, and he is rich for life.",Lili Ibrahim,,,,val,18,3,corp,click: Gain 2 credits.,Capital Investors,[click]: Gain 2[credit].,Capital Investors,asset,False,,2.0,,,,,2.0,weyland-consortium,Capital Investors,08018,123,633,1384.0,corp,656,68,37
211,08019,3,weyland-consortium,2,"""Negotiation is an art, so never negotiate when you can intimidate instead."" -Thiago Reyes, VP Strategic Operations",Andreas Zafiratos,,Sentry - Destroyer,,val,19,3,corp,2 credits: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Gain 2 credits. Subroutine Trash 1 installed program.,Negotiator,"2[credit]: Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Gain 2[credit].
[subroutine] Trash 1 installed program.",Negotiator,ice,False,,4.0,,3.0,,,,weyland-consortium,Negotiator,08019,117,869,1228.0,corp,657,22,16
212,08020,3,neutral-corp,0,"""Don't worry. If this one fails, we can start a new one tomorrow.""",Del Borovic,,,,val,20,3,corp,"When your turn begins, you may trash Tech Startup. If you do, search R&D for an asset, reveal it, and install it. Shuffle R&D.",Tech Startup,"When your turn begins, you may trash Tech Startup. If you do, search R&D for an asset, reveal it, and install it. Shuffle R&D.",Tech Startup,asset,False,,0.0,,,,,1.0,neutral-corp,Tech Startup,08020,140,168,1717.0,corp,658,232,103
213,08032,3,haas-bioroid,0,"""My research could make your corporation billions. And save lives, of course.""",Rebecca Sorge,,Research,,bb,32,3,corp,"When you score Research Grant, you may score another copy of Research Grant that is installed.",Research Grant,"When you score Research Grant, you may score another copy of Research Grant that is installed.",Research Grant,agenda,False,,,,,3.0,1.0,,haas-bioroid,Research Grant,08032,101,730,1322.0,corp,670,38,13
214,08034,3,jinteki,3,Crick and his colleagues ushered in modern genetics by mapping the structure of DNA.,Ed Mattinian,,Code Gate,,bb,34,3,corp,Crick has +3 strength while protecting Archives. Subroutine Install a card from Archives (paying its install cost).,Crick,"Crick has +3 strength while protecting Archives.
[subroutine] Install a card from Archives (paying its install cost).",Crick,ice,False,,1.0,,3.0,,,,jinteki,Crick,08034,122,182,1697.0,corp,672,314,193
215,08035,3,jinteki,1,"""My script can perform the Kobayashi algorithm in .12 seconds.""",Dmitry Prosvirnin,,,,bb,35,3,corp,"Search R&D for up to X different sysops (by title), reveal them, and add them to HQ. Shuffle R&D.",Recruiting Trip,"Search R&D for up to X different <strong>sysops</strong> (by title), reveal them, and add them to HQ. Shuffle R&D.",Recruiting Trip,operation,False,,,,,,,,jinteki,Recruiting Trip,08035,92,804,1276.0,corp,673,8,5
216,08036,3,nbn,1,"Officially, there is no blacklist. That would be illegal. Unofficially, there is a list, and being on it can ruin a career.",Matthew Szydlik,,,,bb,36,3,corp,Cards cannot leave the Runner's heap for any reason.,Blacklist,Cards cannot leave the Runner's heap for any reason.,Blacklist,asset,False,,0.0,,,,,3.0,nbn,Blacklist,08036,122,313,1598.0,corp,674,79,65
217,08037,3,nbn,3,Johannes Gutenberg ignited the first Information Revolution by inventing the movable-type printing press.,Adam S. Doyle,,Sentry - Tracer,,bb,37,3,corp,"Gutenberg has +3 strength while protecting R&D. Subroutine Trace[7]. If successful, give the Runner 1 tag.",Gutenberg,"Gutenberg has +3 strength while protecting R&D.
[subroutine] Trace[7]. If successful, give the Runner 1 tag.",Gutenberg,ice,False,,2.0,,3.0,,,,nbn,Gutenberg,08037,132,360,1561.0,corp,675,248,153
218,08038,3,weyland-consortium,2,The cost of an education is sometimes felt sharpest in the stomach.,Mushk Rizvi,,,,bb,38,3,corp,"As an additional cost to play an event, if there is a copy of that event in the heap, the Runner must pay 2 credits.",Student Loans,"As an additional cost to play an event, if there is a copy of that event in the heap, the Runner must pay 2[credit].",Student Loans,asset,False,,2.0,,,,,3.0,weyland-consortium,Student Loans,08038,123,814,1270.0,corp,676,2,1
219,08039,3,weyland-consortium,2,"Meru Mati pushed the limits of physics by engineering the first buckyweave structure, a thousand-foot long wall.",Michał Miłkowski,,Barrier,,bb,39,3,corp,Meru Mati has +3 strength while protecting HQ. Subroutine End the run.,Meru Mati,"Meru Mati has +3 strength while protecting HQ.
[subroutine] End the run.",Meru Mati,ice,False,,2.0,,1.0,,,,weyland-consortium,Meru Mati,08039,123,372,1550.0,corp,677,167,115
220,08040,3,neutral-corp,0,"After the Big One, real estate value changed sharply. Some found that they had become owners of beachfront property. Others were underwater.",Sander Mosk,,Region,,bb,40,3,corp,The rez cost of each card in the root of this server is lowered by 5. Limit 1 region per server.,Breaker Bay Grid,"The rez cost of each card in the root of this server is lowered by 5.
Limit 1 <strong>region</strong> per server.",Breaker Bay Grid,upgrade,False,,0.0,,,,,2.0,neutral-corp,Breaker Bay Grid,08040,125,147,1744.0,corp,678,288,119
221,08050,1,haas-bioroid,0,Define Yourself.,Greg Semkow,15.0,Division,40.0,cc,50,3,corp,Each player's maximum hand size is reduced by 1.,Cybernetics Division: Humanity Upgraded,Each player's maximum hand size is reduced by 1.,Cybernetics Division: Humanity Upgraded,identity,False,,,,,,,,haas-bioroid,Cybernetics Division: Humanity Upgraded,08050,101,748,1309.0,corp,688,41,41
222,08051,3,haas-bioroid,0,Cyber enhancements can be dangerous in the wrong hands.,Abrar Ajmal,,Security,,cc,51,3,corp,The Runner's maximum hand size is reduced by 1.,Self-Destruct Chips,The Runner's maximum hand size is reduced by 1.,Self-Destruct Chips,agenda,False,,,,,3.0,1.0,,haas-bioroid,Self-Destruct Chips,08051,131,639,1380.0,corp,689,110,39
223,08052,3,haas-bioroid,2,"""Remember those FCC regulations about not creating harmful interference? No? Ah, before your time, I guess."" -Cailan Heinrich, Senior Programmer",Liiga Smilshkalne,,Trap,,cc,52,3,corp,Subroutine The Runner trashes an installed piece of hardware. Trash Lab Dog.,Lab Dog,[subroutine] The Runner trashes an installed piece of hardware. Trash Lab Dog.,Lab Dog,ice,False,,2.0,,0.0,,,,haas-bioroid,Lab Dog,08052,98,879,1215.0,corp,690,13,11
224,08053,3,haas-bioroid,2,Built Oaktown tough.,Maciej Rebisz,,Region,,cc,53,3,corp,The trash cost of each card in the root of this server is increased by 3. Limit 1 region per server.,Oaktown Grid,"The trash cost of each card in the root of this server is increased by 3.
Limit 1 <strong>region</strong> per server.",Oaktown Grid,upgrade,False,,1.0,,,,,1.0,haas-bioroid,Oaktown Grid,08053,100,740,1317.0,corp,691,15,8
225,08054,3,haas-bioroid,2,"""Bioroids recognize consciousness in others, but not in themselves.""",Roderick Constance,,Sysop,,cc,54,3,corp,trash: Do 1 core damage. Use this ability only during a run against this server and only if the Runner has no unspent click.,Ryon Knight,[trash]: Do 1 core damage. Use this ability only during a run against this server and only if the Runner has no unspent [click].,Ryon Knight,upgrade,True,,2.0,,,,,3.0,haas-bioroid,Ryon Knight,08054,117,698,1342.0,corp,692,44,18
226,08055,3,jinteki,2,,Seage,,Code Gate - Psi,,cc,55,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, place 1 advancement token on an installed card and end the run.",Clairvoyant Monitor,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, place 1 advancement token on an installed card and end the run.",Clairvoyant Monitor,ice,False,,4.0,,3.0,,,,jinteki,Clairvoyant Monitor,08055,111,848,1244.0,corp,693,20,8
227,08056,3,jinteki,1,"""When your communications are disrupted, you are isolated from your resources. An attack will surely follow."" -The Playbook",Andreas Zafiratos,,Code Gate,,cc,56,3,corp,Subroutine The Runner cannot draw cards for the remainder of this turn.,Lockdown,[subroutine] The Runner cannot draw cards for the remainder of this turn.,Lockdown,ice,False,,0.0,,5.0,,,,jinteki,Lockdown,08056,108,570,1426.0,corp,694,37,27
228,08057,3,nbn,2,"""A sysop is not just a cog in the corporate machine. They have dreams—and nightmares—just like the rest of us."" -Kate ""Mac"" McCaffrey",Liiga Smilshkalne,,Code Gate,,cc,57,3,corp,Subroutine End the run. Subroutine End the run. Subroutine The Runner gains 5 credits.,Little Engine,"[subroutine] End the run.
[subroutine] End the run.
[subroutine] The Runner gains 5[credit].",Little Engine,ice,False,,5.0,,7.0,,,,nbn,Little Engine,08057,137,474,1482.0,corp,695,97,67
229,08060,3,neutral-corp,0,,Dmitry Prosvirnin,,Barrier,,cc,60,3,corp,"When the Runner encounters Quicksand, place 1 power counter on Quicksand. Quicksand has +1 strength for each power counter on it. Subroutine End the run.",Quicksand,"When the Runner encounters Quicksand, place 1 power counter on Quicksand.
Quicksand has +1 strength for each power counter on it.
[subroutine] End the run.",Quicksand,ice,False,,3.0,,0.0,,,,neutral-corp,Quicksand,08060,93,629,1387.0,corp,698,136,73
230,08072,3,haas-bioroid,1,,Sara K. Diesel,,Current,,uw,72,3,corp,"This operation is not trashed until another current is played or an agenda is stolen. Interrupt -> The first time each turn the Runner would suffer core damage, increase that damage by 1.",Defective Brainchips,"This operation is not trashed until another <strong>current</strong> is played or an agenda is stolen.
[interrupt] → The first time each turn the Runner would suffer core damage, increase that damage by 1.",Defective Brainchips,operation,False,,2.0,,,,,,haas-bioroid,Defective Brainchips,08072,108,726,1324.0,corp,710,38,16
231,08073,3,jinteki,3,,JB Casacop,,,,uw,73,3,corp,Allele Repression can be advanced. trash: Swap 1 card in HQ with 1 card in Archives for each advancement token on Allele Repression.,Allele Repression,"Allele Repression can be advanced.
[trash]: Swap 1 card in HQ with 1 card in Archives for each advancement token on Allele Repression.",Allele Repression,asset,False,,2.0,,,,,2.0,jinteki,Allele Repression,08073,109,881,1210.0,corp,711,39,22
232,08074,3,jinteki,3,,Frederic Pinson,,Sysop - Psi,,uw,74,3,corp,"trash: You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, resolve 1 subroutine on a rezzed piece of ice protecting this server. Use this ability only during a run on this server.",Marcus Batty,"[trash]: You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, resolve 1 subroutine on a rezzed piece of ice protecting this server. Use this ability only during a run on this server.",Marcus Batty,upgrade,True,,0.0,,,,,1.0,jinteki,Marcus Batty,08074,120,79,1832.0,corp,712,580,254
233,08076,3,nbn,1,Pa-pa-pa-chinko!,Donald Crank,,Barrier,,uw,76,3,corp,Subroutine End the run if the Runner is tagged. Subroutine End the run if the Runner is tagged.,Pachinko,"[subroutine] End the run if the Runner is tagged.
[subroutine] End the run if the Runner is tagged.",Pachinko,ice,False,,1.0,,4.0,,,,nbn,Pachinko,08076,123,569,1426.0,corp,714,83,40
234,08077,3,weyland-consortium,0,,Alex Kim,,Initiative - Public,,uw,77,3,corp,"Install Underway Renovation faceup. Whenever you advance Underway Renovation, trash the top card of the Runner's stack (or top 2 cards instead if there are 4 or more advancement tokens on Underway Renovation).",Underway Renovation,"Install Underway Renovation faceup.
Whenever you advance Underway Renovation, trash the top card of the Runner's stack (or top 2 cards instead if there are 4 or more advancement tokens on Underway Renovation).",Underway Renovation,agenda,False,,,,,3.0,1.0,,weyland-consortium,Underway Renovation,08077,122,631,1385.0,corp,715,61,28
