code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id,Card Quality,Prospective Copies,Build-Around
33105,3,jinteki,0,"""By disabling their bodiesʼ ability to create a variety of necessary enzymes, weʼve ensured their loyalty to us. If they donʼt return for supplements every month, they die; simple as that.""
—Dr. Vientiane Keeling",Marlon Ruiz,,Expansion,,ph,105,3,corp,"When you score this agenda, you may install 1 facedown card from Archives.",Hybrid Release,"When you score this agenda, you may install 1 facedown card from Archives.",Hybrid Release,agenda,False,,,,,2,1,,jinteki,Hybrid Release,33105,33,243,1655,corp,8231,3,2,
4014,3,nbn,0,"""The thing about journalism is there's always a better story around the corner. Soon, they smelled blood elsewhere, and the world forgot about me. But I didn't forget."" -The Professor",Mike Nesbitt,,Security,,om,14,3,corp,"When you score Character Assassination, trash 1 resource (cannot be prevented).",Character Assassination,"When you score Character Assassination, trash 1 resource (cannot be prevented).",Character Assassination,agenda,False,,,,,4,2,,nbn,Character Assassination,4014,96,702,1340,corp,302,0,0,
8093,3,nbn,0,,Clark Huggins,,Sensie,,oh,93,3,corp,"While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda, you may place up to 2 advancement counters on 1 installed card you can advance.",Award Bait,"While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda, you may place up to 2 advancement counters on 1 installed card you can advance.",Award Bait,agenda,False,,,,,3,1,,nbn,Award Bait,8093,113,729,1322,corp,731,0,0,
12073,3,nbn,0,"""Of course words hurt."" -Bex Gleeson",Timur Shevtsov,,Initiative,,baw,73,3,corp,click: Gain 1 credit for each tag the Runner has. Use this ability only once per turn.,Escalate Vitriol,[click]: Gain 1[credit] for each tag the Runner has. Use this ability only once per turn.,Escalate Vitriol,agenda,False,,,,,4,2,,nbn,Escalate Vitriol,12073,104,885,1205,corp,1120,0,0,
2016,3,nbn,0,"""We're gonna need a bigger room.""",Ed Mattinian,,Initiative,,wla,16,3,corp,"click: Trace[2]. If successful, give the Runner 1 tag.",Restructured Datapool,"[click]: Trace[2]. If successful, give the Runner 1 tag.",Restructured Datapool,agenda,False,,,,,5,3,,nbn,Restructured Datapool,2016,113,733,1320,corp,129,1,1,
9005,3,nbn,0,"""The trick isn't software, it's hardware. Cyberspace is a collection of physical machines. If we control the machines, we control it all."" -KR Kane, ""Our Future""",Adam S. Doyle,,Security,,dad,5,3,corp,All tracer ice have +1 strength. The base trace strength of each subroutine is increased by 1.,Improved Tracers,"All <strong>tracer</strong> ice have +1 strength.
The base trace strength of each subroutine is increased by 1.",Improved Tracers,agenda,False,,,,,3,1,,nbn,Improved Tracers,9005,126,821,1267,corp,763,1,1,
9006,3,nbn,0,"""Nobody ever lost a dollar by underestimating the taste of the public."" -Phineas Taylor Barnum",Tiffany Turrill,,Initiative,,dad,6,3,corp,All assets gain advertisement.,Rebranding Team,All assets gain <strong>advertisement</strong>.,Rebranding Team,agenda,False,,,,,4,2,,nbn,Rebranding Team,9006,102,864,1232,corp,764,1,0,
10033,3,nbn,0,"Data, not food, is one of the biggest exports from the Gujarat district of Mumbad.",Juan Novelletto,,Expansion,,bf,33,3,corp,Your maximum hand size is increased by 2.,Remote Data Farm,Your maximum hand size is increased by 2.,Remote Data Farm,agenda,False,,,,,4,2,,nbn,Remote Data Farm,10033,101,888,1201,corp,846,1,0,
10090,3,nbn,0,,Miguel Coronado III,,Initiative,,tlm,90,3,corp,"Whenever the Runner makes a successful run, you may place 1 advancement token on a card that can be advanced.",Puppet Master,"Whenever the Runner makes a successful run, you may place 1 advancement token on a card that can be advanced.",Puppet Master,agenda,False,,,,,5,3,,nbn,Puppet Master,10090,101,811,1272,corp,903,1,1,
11114,3,nbn,0,,Yog Joshi,,Security,,qu,114,3,corp,"For the first trace each turn, the Runner's link is treated as 0. (They can still increase their link strength by spending credits.) Whenever the Runner spends credits to increase their link strength, gain 1 credit for every 2 credits they spent.",Net Quarantine,"For the first trace each turn, the Runner's [link] is treated as 0. <em>(They can still increase their link strength by spending credits.)</em>
Whenever the Runner spends credits to increase their link strength, gain 1[credit] for every 2[credit] they spent.",Net Quarantine,agenda,False,,,,,4,2,,nbn,Net Quarantine,11114,117,677,1353,corp,1041,1,1,
21116,3,nbn,0,"""Deep down, everyone wants to be good. We ensure that desire is met."" - Taavi Gyula",BalanceSheet,,Initiative,,ka,116,3,corp,"The first time the Runner plays a run event or installs an icebreaker program each turn, you may give the Runner 1 tag.",Better Citizen Program,"The first time the Runner plays a <strong>run</strong> event or installs an <strong>icebreaker</strong> program each turn, you may give the Runner 1 tag.",Better Citizen Program,agenda,False,,,,,4,2,,nbn,Better Citizen Program,21116,108,501,1466,corp,1472,1,1,
22043,3,nbn,0,Only half as annoying as the real thing.,Martin de Diego Sádaba,,Initiative,,rar,43,3,corp,"When you score Fly on the Wall, give the Runner 1 tag.",Fly on the Wall,"When you score Fly on the Wall, give the Runner 1 tag.",Fly on the Wall,agenda,False,,,,,3,1,,nbn,Fly on the Wall,22043,105,509,1462,corp,1519,1,1,
25106,3,nbn,0,"It's like Lethal Action 3, only with more explosions.",Mike Nesbitt,,Sensie,,sc19,106,2,corp,"While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda, you may gain 5 credits.",Explode-a-palooza,"While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda, you may gain 5[credit].",Explode-a-palooza,agenda,False,,,,,4,2,,nbn,Explode-a-palooza,25106,124,282,1625,corp,732,1,2,
26047,3,nbn,0,"Scrub-loving devs nerfed cannon rushes cause whiny bronzers complained. Left me four wins down in finals.
Anyway I won.",Deivis Goetten,,Expansion,,df,47,3,corp,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Place 1 advancement token on an installed card.",Remastered Edition,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> Place 1 advancement token on an installed card.",Remastered Edition,agenda,False,,,,,4,2,,nbn,Remastered Edition,26047,117,262,1640,corp,1737,1,2,
31061,3,nbn,0,"Alright everyone! The rights go live in exactly fourteen days. I want merch, I want tie-ins, I want sequels! Let's go!",Zoe Cohen,,Expansion,,su21,61,3,corp,"When you score this agenda, you may reveal 1 asset or upgrade in HQ or Archives. Install and rez that card, ignoring all costs.",License Acquisition,"When you score this agenda, you may reveal 1 asset or upgrade in HQ or Archives. Install and rez that card, ignoring all costs.",License Acquisition,agenda,False,,,,,3,1,,nbn,License Acquisition,31061,130,558,1431,corp,548,1,2,
4095,3,nbn,0,,Gong Studios,,Research,,fal,95,3,corp,"If the Runner is tagged when you score Market Research, place 1 agenda counter on it. Market Research is worth 1 additional agenda point while it has an agenda counter on it.",Market Research,"If the Runner is tagged when you score Market Research, place 1 agenda counter on it.
Market Research is worth 1 additional agenda point while it has an agenda counter on it.",Market Research,agenda,False,,,,,4,2,,nbn,Market Research,4095,107,684,1349,corp,383,2,0,
9007,3,nbn,0,"""Yes <strong>and</strong> No.""",Liiga Smilshkalne,,Security,,dad,7,3,corp,"While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda while they are tagged, add it to your score area.",Quantum Predictive Model,"While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda while they are tagged, add it to your score area.",Quantum Predictive Model,agenda,False,,,,,3,1,,nbn,Quantum Predictive Model,9007,117,234,1659,corp,765,2,2,
12074,3,nbn,0,,Wenjuinn Png,,Initiative,,baw,74,3,corp,"When you score this agenda, you may add X cards from HQ to the bottom of R&D to draw X cards. The Runner adds X cards from the grip at random to the bottom of the stack, if able.",Reeducation,"When you score this agenda, you may add X cards from HQ to the bottom of R&D to draw X cards. The Runner adds X cards from the grip at random to the bottom of the stack, if able.",Reeducation,agenda,False,,,,,5,3,,nbn,Reeducation,12074,122,362,1560,corp,1121,2,2,
12115,3,nbn,0,Only NBN's sec teams were outfitted with systems that could read data flows and see into the Net.,Martin de Diego Sádaba,,Security,,cd,115,3,corp,"The first time each turn the Runner trashes a Corp card, give them 1 tag.",AR-Enhanced Security,"The first time each turn the Runner trashes a Corp card, give them 1 tag.",AR-Enhanced Security,agenda,False,,,,,3,1,,nbn,AR-Enhanced Security,12115,111,78,1835,corp,1162,2,2,
20111,3,nbn,0,"""The damn raven just kind of cawed at me as I went past. I should have known it was too good to be true.""",Adam S. Doyle,,Ambush,,core2,95,3,corp,"While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda, give them 1 tag.",TGTBT,"While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda, give them 1 tag.",TGTBT,agenda,False,,,,,3,1,,nbn,TGTBT,20111,108,426,1516,corp,363,2,2,
21055,3,nbn,0,"Master any subject in 30 minutes or less!*
*Azmari EdTech is not responsible for altered memories or reduced temporal lobe functionality. Level of mastery may vary.",Juan Novelletto,,Initiative,,cotc,55,3,corp,"As an additional cost to steal Degree Mill, the Runner must shuffle 2 installed Runner cards into the stack.",Degree Mill,"As an additional cost to steal Degree Mill, the Runner must shuffle 2 installed Runner cards into the stack.",Degree Mill,agenda,False,,,,,5,3,,nbn,Degree Mill,21055,105,245,1653,corp,1411,2,2,
31062,3,nbn,0,Everything is data.,Zoe Cohen,,Research,,su21,62,3,corp,"When you score this agenda, place 1 agenda counter on it for every 2 hosted advancement counters past 3. This agenda is worth 1 more agenda point for each hosted agenda counter.",Project Beale,"When you score this agenda, place 1 agenda counter on it for every 2 hosted advancement counters past 3.
This agenda is worth 1 more agenda point for each hosted agenda counter.",Project Beale,agenda,False,,,,,3,2,,nbn,Project Beale,31062,109,62,1870,corp,228,2,3,
33049,3,nbn,0,The line goes up... until we don't need it to anymore.,Wyn Lacabra,,Initiative,,ms,49,3,corp,"When you score this agenda, the Runner loses 7 credits.",Artificial Cryptocrash,"When you score this agenda, the Runner loses 7[credit].",Artificial Cryptocrash,agenda,False,,,,,4,2,,nbn,Artificial Cryptocrash,33049,36,296,1613,corp,6093,2,2,
33112,3,nbn,0,"""An FOI request? No problem! Please fill out all details. Youʼd like to make an anonymous request? Iʼm sorry: absolutely not.""",Zefanya Langkan Maega,,Research,,ph,112,3,corp,This agenda gets -1 advancement requirement for each tag the Runner has.,Freedom of Information,This agenda gets -1 advancement requirement for each tag the Runner has.,Freedom of Information,agenda,False,,,,,4,2,,nbn,Freedom of Information,33112,30,239,1656,corp,8238,2,2,
33113,3,nbn,0,"""Hey kiddo, remember what Daddy says about lying?""
""ʼOnly when you can get away with it!ʼ""",Wyn Lacabra,,Initiative,,ph,113,3,corp,"When you score this agenda, you may draw 1 card.",Post-Truth Dividend,"When you score this agenda, you may draw 1 card.",Post-Truth Dividend,agenda,False,,,,,2,1,,nbn,Post-Truth Dividend,33113,32,227,1665,corp,8239,2,2,
1081,1,nbn,0,,Matt Zeilinger,,Initiative,,core,81,2,corp,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Place 1 advancement counter on an installed card you can advance. Limit 1 per deck.",AstroScript Pilot Program,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> Place 1 advancement counter on an installed card you can advance.
Limit 1 per deck.",AstroScript Pilot Program,agenda,False,,,,,3,2,,nbn,AstroScript Pilot Program,1081,104,1,2132,corp,81,3,3,TRUE
1082,3,nbn,0,,Imaginary FS Pte Ltd,,,,core,82,2,corp,"When you score Breaking News, give the Runner 2 tags. When the turn on which you scored Breaking News ends, the Runner loses 2 tags.",Breaking News,"When you score Breaking News, give the Runner 2 tags.
When the turn on which you scored Breaking News ends, the Runner loses 2 tags.",Breaking News,agenda,False,,,,,2,1,,nbn,Breaking News,1082,121,5,2055,corp,82,3,2,
9004,1,nbn,0,"You had your shot, and you blew it.",Hannah Christenson,,,,dad,4,3,corp,click: Shuffle 15 Minutes into R&D. The Corp can trigger this ability while 15 Minutes is in the Runner's score area. Limit 1 per deck.,15 Minutes,"[click]: Shuffle 15 Minutes into R&D. The Corp can trigger this ability while 15 Minutes is in the Runner's score area.
Limit 1 per deck.",15 Minutes,agenda,True,,,,,2,1,,nbn,15 Minutes,9004,113,115,1786,corp,762,3,1,
26114,3,nbn,0,"Mars' tiny population made rich multiplayer experiences a big challenge. We cracked it by live-beaming the gestalt of our <em>Earth</em> playerbase second-by-second. Bellona weaves these ""lag-ghosts"" into compelling interactables—more responsive than the real thing!","N. Hopkins, Iain Fairclough",,Expansion,,ur,114,3,corp,"As an additional cost to steal this agenda, the Runner must pay 5 credits. When you score this agenda, gain 5 credits.",Bellona,"As an additional cost to steal this agenda, the Runner must pay 5[credit].
When you score this agenda, gain 5[credit].",Bellona,agenda,False,,,,,5,3,,nbn,Bellona,26114,101,29,1939,corp,1804,3,2,
30052,1,nbn,0,We don't find news. We make it.,NtscapeNavigator,,Ambush,,sg,52,3,corp,"When this agenda is scored or stolen, give the Runner 1 tag. Limit 1 per deck.",Tomorrow's Headline,"When this agenda is scored or stolen, give the Runner 1 tag.
Limit 1 per deck.",Tomorrow's Headline,agenda,False,,,,,3,2,,nbn,Tomorrow's Headline,30052,123,95,1809,corp,1903,3,1,
20126,3,neutral-corp,0,"""Expensive? Not when you're protecting a fortune as large as ours.""",Adam Schumpert,,Security,,core2,126,2,corp,"If the Runner is tagged, Private Security Force gains: ""click: Do 1 meat damage.""",Private Security Force,"If the Runner is tagged, Private Security Force gains: ""[click]: Do 1 meat damage.""",Private Security Force,agenda,False,,,,,4,2,,neutral-corp,Private Security Force,20126,82,836,1256,corp,107,0,0,
25140,3,neutral-corp,0,,Liiga Smilshkalne,,Security,,sc19,140,2,corp,"When you score Paper Trail, Trace[6]. If successful, trash all connection and job resources.",Paper Trail,"When you score Paper Trail, Trace[6]. If successful, trash all <strong>connection</strong> and <strong>job</strong> resources.",Paper Trail,agenda,False,,,,,4,2,,neutral-corp,Paper Trail,25140,122,585,1417,corp,1220,0,0,
25141,3,neutral-corp,0,"""If it isn't in my terminal by six p.m., heads are going to roll!""","Dmitry Prosvirnin, Atha Kanaani",,Security,,sc19,141,2,corp,"When you score Priority Requisition, you may rez a piece of ice ignoring all costs.",Priority Requisition,"When you score Priority Requisition, you may rez a piece of ice ignoring all costs.",Priority Requisition,agenda,False,,,,,5,3,,neutral-corp,Priority Requisition,25141,137,834,1259,corp,106,0,0,
2039,3,neutral-corp,0,,JB Casacop,,,,ta,39,3,corp,"When you score Executive Retreat, place 1 agenda counter on it and shuffle HQ into R&D. click, hosted agenda counter: Draw 5 cards.",Executive Retreat,"When you score Executive Retreat, place 1 agenda counter on it and shuffle HQ into R&D.
[click], <strong>hosted agenda counter:</strong> Draw 5 cards.",Executive Retreat,agenda,False,,,,,5,3,,neutral-corp,Executive Retreat,2039,99,791,1285,corp,152,1,0,
2120,3,neutral-corp,0,There were several ways to win a corporate war. One of them was to bring out the bazookas.,Gong Studios,,Expansion,,fp,120,3,corp,"If you have at least 7 credits when you score Corporate War, gain 7 credits; otherwise, lose all credits in your credit pool.",Corporate War,"If you have at least 7[credit] when you score Corporate War, gain 7[credit]; otherwise, lose all credits in your credit pool.",Corporate War,agenda,False,,,,,4,2,,neutral-corp,Corporate War,2120,92,870,1227,corp,233,1,1,
4080,3,neutral-corp,0,It's easy to replace limbs. It's more difficult to replace memories.,Gong Studios,,Initiative,,tc,80,3,corp,"When you score Veterans Program, you may remove up to 2 bad publicity.",Veterans Program,"When you score Veterans Program, you may remove up to 2 bad publicity.",Veterans Program,agenda,False,,,,,3,1,,neutral-corp,Veterans Program,4080,101,783,1288,corp,368,1,0,
6030,1,neutral-corp,0,,Seage,,Source,,tsb,30,3,corp,Ignore the install cost of the first piece of ice you install each turn. Limit 1 per deck.,Eden Fragment,"Ignore the install cost of the first piece of ice you install each turn.
Limit 1 per deck.",Eden Fragment,agenda,True,,,,,5,3,,neutral-corp,Eden Fragment,6030,102,769,1296,corp,493,1,1,
6049,3,neutral-corp,0,"The irony is that those who'd want to destroy certain memories can't afford to do so, and those who can afford it-well, they're too busy sipping on dreamwine.",Adam S. Doyle,,Research,,fc,49,3,corp,"When you score this agenda, the Runner removes all cards in the heap from the game.",Chronos Project,"When you score this agenda, the Runner removes all cards in the heap from the game.",Chronos Project,agenda,False,,,,,3,1,,neutral-corp,Chronos Project,6049,106,318,1597,corp,512,1,0,
6071,1,neutral-corp,0,,Seage,,Source,,uao,71,3,corp,"When your turn begins, you may add 1 card from Archives to the bottom of R&D. Limit 1 per deck.",Hades Fragment,"When your turn begins, you may add 1 card from Archives to the bottom of R&D.
Limit 1 per deck.",Hades Fragment,agenda,True,,,,,5,3,,neutral-corp,Hades Fragment,6071,123,416,1522,corp,534,1,1,
6110,1,neutral-corp,0,,Seage,,Source,,ts,110,3,corp,"As an additional cost to steal an agenda, the Runner must pay 2 credits for each advancement token on that agenda. Limit 1 per deck.",Utopia Fragment,"As an additional cost to steal an agenda, the Runner must pay 2[credit] for each advancement token on that agenda.
Limit 1 per deck.",Utopia Fragment,agenda,True,,,,,5,3,,neutral-corp,Utopia Fragment,6110,136,422,1518,corp,573,1,1,
8100,3,neutral-corp,1,"EXT. KANSAS - DAY
DOROTHY (Miranda) gazes out at the horizon. A sudden gust of wind catches her hair. Above the windblasted prairie loom ominous STORM CLOUDS.
DOROTHY: If only I wasn't in Kansas anymore.
She begins to hum a haunting melody.",Ashley Witter,,,,oh,100,3,corp,,Vanity Project,,Vanity Project,agenda,False,,,,,6,4,,neutral-corp,Vanity Project,8100,125,524,1455,corp,738,1,1,
8120,3,neutral-corp,0,,Tim Durning,,Initiative,,uot,120,3,corp,"When you score The Future is Now, search R&D for a card and add it to HQ. Shuffle R&D.",The Future is Now,"When you score The Future is Now, search R&D for a card and add it to HQ. Shuffle R&D.",The Future is Now,agenda,False,,,,,3,1,,neutral-corp,The Future is Now,8120,126,374,1550,corp,758,1,1,
10114,3,neutral-corp,1,"Survival of the fittest' is so outdated; in finance it's 'survival of the fattest.' -Omar Keung, ""the Flashpoint""",Mariusz Siergiejew,,Expansion,,ftm,114,3,corp,Merger is worth 1 additional agenda point while in the Runner's score area.,Merger,Merger is worth 1 additional agenda point while in the Runner's score area.,Merger,agenda,False,,,,,3,2,,neutral-corp,Merger,10114,104,778,1291,corp,927,1,1,
11099,3,neutral-corp,0,Walk loudly and carry a bigger stick.,Adam S. Doyle,,Security,,ml,99,3,corp,"When you score Show of Force, do 2 meat damage.",Show of Force,"When you score Show of Force, do 2 meat damage.",Show of Force,agenda,False,,,,,4,2,,neutral-corp,Show of Force,11099,110,366,1555,corp,1026,1,1,
26063,3,neutral-corp,1,"The Fracture was no different from any other crisis. As always, Management's first instinct was to find someone to blame. Getting food up to Midway or He3 down to power Earthside hospitals are trivialities compared to the important work of salving Executive ego and keeping one's job.",Iain Fairclough,,Research,,df,63,3,corp,You cannot score this agenda if you installed it this turn.,Vulnerability Audit,You cannot score this agenda if you installed it this turn.,Vulnerability Audit,agenda,False,,,,,4,3,,neutral-corp,Vulnerability Audit,26063,135,542,1441,corp,1753,1,1,
28006,3,neutral-corp,0,<strong>Designed by 2015 World Champion Dan D'Argenio</strong>,NtscapeNavigator,,Initiative,,mor,6,3,corp,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Install 1 piece of ice from HQ or Archives in any position protecting a server, ignoring all costs.",Timely Public Release,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter</strong>: Install 1 piece of ice from HQ or Archives in any position protecting a server, ignoring all costs.",Timely Public Release,agenda,False,,,,,4,2,,neutral-corp,Timely Public Release,28006,125,549,1438,corp,1538,1,1,
30068,3,neutral-corp,0,"Mobsters bribe police, megacorps acquire militaries.",Krembler,,Security,,sg,68,3,corp,"When you score this agenda, if the Runner is tagged, do 4 meat damage; otherwise, give the Runner 1 tag.",Orbital Superiority,"When you score this agenda, if the Runner is tagged, do 4 meat damage; otherwise, give the Runner 1 tag.",Orbital Superiority,agenda,False,,,,,4,2,,neutral-corp,Orbital Superiority,30068,122,743,1313,corp,1919,1,2,
30069,3,neutral-corp,0,"It might be over, but we <strong>will</strong> get them next time.",David Lei,,Security,,sg,69,3,corp,"When this agenda is scored or stolen, you may rez 1 installed piece of ice, ignoring all costs.",Send a Message,"When this agenda is scored or stolen, you may rez 1 installed piece of ice, ignoring all costs.",Send a Message,agenda,False,,,,,5,3,,neutral-corp,Send a Message,30069,121,276,1628,corp,1920,1,3,
30070,3,neutral-corp,0,"With Earth-Luna communications, saving microseconds returns megacredits.",Scott Uminga,,Expansion,,sg,70,3,corp,"When you score this agenda, you may draw 2 cards. You get +2 maximum hand size.",Superconducting Hub,"When you score this agenda, you may draw 2 cards.
You get +2 maximum hand size.",Superconducting Hub,agenda,False,,,,,3,1,,neutral-corp,Superconducting Hub,30070,101,669,1360,corp,1921,1,2,
3023,3,neutral-corp,0,"Sell the dream-show them how very much they want to be rich, and they'll convince themselves that someday, they will be. How can they revolt against their future selves? -the New Gospel of Wealth",Emilio Rodriguez,,Expansion,,cac,23,3,corp,"click, click: Gain 3 credits.",Gila Hands Arcology,"[click], [click]: Gain 3[credit].",Gila Hands Arcology,agenda,False,,,,,3,1,,neutral-corp,Gila Hands Arcology,3023,131,537,1445,corp,256,2,1,
4039,3,neutral-corp,0,It was surprisingly easy to make creds…if you didn't care about how you made them.,JuanManuel Tumburus,,,,st,39,3,corp,"When you score Profiteering, take up to 3 bad publicity. Gain 5 credits for each bad publicity taken.",Profiteering,"When you score Profiteering, take up to 3 bad publicity. Gain 5[credit] for each bad publicity taken.",Profiteering,agenda,False,,,,,3,1,,neutral-corp,Profiteering,4039,143,493,1471,corp,327,2,1,
26128,3,neutral-corp,0,"""All <em><strong>Dragon</strong></em>-rated threats should only be stored in a single clean-start air-gapped server, in a shielded room, under at least 200 metres of bedrock[...]""
-Section 5.18.4, Cyberdex Employee Handbook",Krembler,,Security,,ur,128,3,corp,"The first time each turn you purge virus counters, gain 4 credits. When you score this agenda, you may purge virus counters.",Cyberdex Sandbox,"The first time each turn you purge virus counters, gain 4[credit].
When you score this agenda, you may purge virus counters.",Cyberdex Sandbox,agenda,False,,,,,4,2,,neutral-corp,Cyberdex Sandbox,26128,121,56,1885,corp,1818,2,3,
26129,3,neutral-corp,0,"""Begin a voice message to Steve: I'm in some random city staring at yet another empty room. This hot insider scoop of yours feels distinctly chilly.""",NtscapeNavigator,,Security,,ur,129,3,corp,"Forfeit this agenda: If the Runner has 2 or more click remaining, they lose click click.",False Lead,"<strong>Forfeit this agenda:</strong> If the Runner has 2 or more [click] remaining, they lose [click][click].",False Lead,agenda,False,,,,,3,1,,neutral-corp,False Lead,26129,118,184,1697,corp,193,2,2,
4119,3,neutral-corp,0,,Viktoria Gavrilenko,,Security,,dt,119,3,corp,"The advancement requirement of NAPD Contract is increased by 1 for each bad publicity the Corp has. As an additional cost to steal NAPD Contract, the Runner must pay 4 credits.",NAPD Contract,"The advancement requirement of NAPD Contract is increased by 1 for each bad publicity the Corp has.
As an additional cost to steal NAPD Contract, the Runner must pay 4[credit].",NAPD Contract,agenda,False,,,,,4,2,,neutral-corp,NAPD Contract,4119,119,48,1893,corp,407,3,4,
9026,3,neutral-corp,1,"""Corporations are made up of people. It's ridiculous to think they'd be either all good or all bad."" -Sunny Lebeau",Meg Owenson,,Initiative,,dad,26,3,corp,Global Food Initiative is worth 1 fewer agenda point while in the Runner's score area.,Global Food Initiative,Global Food Initiative is worth 1 fewer agenda point while in the Runner's score area.,Global Food Initiative,agenda,False,,,,,5,3,,neutral-corp,Global Food Initiative,9026,100,6,2051,corp,784,3,4,
10037,3,neutral-corp,0,"""You got it. We sell it. They buy it. Everyone wins.""",Samuel Leung,,Expansion,,bf,37,3,corp,"When you score Corporate Sales Team, place 10 credits on it. When each player's turn begins, take 1 credit from Corporate Sales Team.",Corporate Sales Team,"When you score Corporate Sales Team, place 10[credit] on it.
When each player's turn begins, take 1[credit] from Corporate Sales Team.",Corporate Sales Team,agenda,False,,,,,4,2,,neutral-corp,Corporate Sales Team,10037,97,311,1600,corp,850,3,2,
21038,3,neutral-corp,0,,Caravan Studio,,Initiative,,dtwn,38,3,corp,"When this agenda is scored or stolen, place 9 credits on it. When the Corp's turn begins, they may take 3 credits from this agenda. This ability is active even while this agenda is in the Runner's score area.",SSL Endorsement,"When this agenda is scored or stolen, place 9[credit] on it.
When the Corp's turn begins, they may take 3[credit] from this agenda. This ability is active even while this agenda is in the Runner's score area.",SSL Endorsement,agenda,False,,,,,5,3,,neutral-corp,SSL Endorsement,21038,110,38,1914,corp,1394,3,2,
30067,3,neutral-corp,0,"As the first lunar city, Heinlein was built on the dreams of a new frontier and boundless opportunity, but He3 mining is too lucrative for the corps to ever relinquish control.",Benjamin Giletti,,Expansion,,sg,67,3,corp,"When you score this agenda, gain 7 credits.",Offworld Office,"When you score this agenda, gain 7[credit].",Offworld Office,agenda,False,,,,,4,2,,neutral-corp,Offworld Office,30067,107,77,1837,corp,1918,3,2,
2077,3,weyland-consortium,0,It's really hard to lose a government contract.,Mitchell Malloy,,,,asis,77,3,corp,"click, click: Gain 4 credits.",Government Contracts,"[click], [click]: Gain 4[credit].",Government Contracts,agenda,False,,,,,5,3,,weyland-consortium,Government Contracts,2077,103,768,1297,corp,190,0,,
4098,3,weyland-consortium,0,"""I did warn you that leaks would have to be patched.""",Adam Schumpert,,Security,,fal,98,3,corp,"When you score Vulcan Coverup, do 2 meat damage. When the Runner steals Vulcan Coverup, take 1 bad publicity.",Vulcan Coverup,"When you score Vulcan Coverup, do 2 meat damage.
When the Runner steals Vulcan Coverup, take 1 bad publicity.",Vulcan Coverup,agenda,False,,,,,3,1,,weyland-consortium,Vulcan Coverup,4098,102,886,1202,corp,386,0,,
6087,3,weyland-consortium,0,"""Our new barriers will be built on the rubble of our enemies"".",Gong Studios,,Security,,atr,87,3,corp,"All barrier ice have +1 strength. When you score Superior Cyberwalls, gain 1 credit for each rezzed barrier.",Superior Cyberwalls,"All <strong>barrier</strong> ice have +1 strength.
When you score Superior Cyberwalls, gain 1[credit] for each rezzed <strong>barrier</strong>.",Superior Cyberwalls,agenda,False,,,,,3,1,,weyland-consortium,Superior Cyberwalls,6087,119,819,1267,corp,550,0,,
7004,3,weyland-consortium,0,,Ed Mattinian,,Security,,oac,4,3,corp,Place 3 agenda counters on Firmware Updates when you score it. Hosted agenda counter: Place 1 advancement token on a piece of ice that can be advanced. Use this ability only once per turn.,Firmware Updates,"Place 3 agenda counters on Firmware Updates when you score it.
<strong>Hosted agenda counter:</strong> Place 1 advancement token on a piece of ice that can be advanced. Use this ability only once per turn.",Firmware Updates,agenda,False,,,,,3,1,,weyland-consortium,Firmware Updates,7004,106,826,1264,corp,587,0,,
8077,3,weyland-consortium,0,,Alex Kim,,Initiative - Public,,uw,77,3,corp,"Install Underway Renovation faceup. Whenever you advance Underway Renovation, trash the top card of the Runner's stack (or top 2 cards instead if there are 4 or more advancement tokens on Underway Renovation).",Underway Renovation,"Install Underway Renovation faceup.
Whenever you advance Underway Renovation, trash the top card of the Runner's stack (or top 2 cards instead if there are 4 or more advancement tokens on Underway Renovation).",Underway Renovation,agenda,False,,,,,3,1,,weyland-consortium,Underway Renovation,8077,122,631,1385,corp,715,0,,
11018,3,weyland-consortium,0,"""For the duration of the emergency"" is code for ""this is the way things are now.""",Natalie Bernard,,Security,,23s,18,3,corp,"If the Runner is tagged, Crisis Management gains ""When your turn begins, do 1 meat damage.""",Crisis Management,"If the Runner is tagged, Crisis Management gains ""When your turn begins, do 1 meat damage.""",Crisis Management,agenda,False,,,,,3,1,,weyland-consortium,Crisis Management,11018,103,809,1273,corp,945,0,,
